path	file_type	legacy_milestone	production_module_category	include_in_commit	reason	file_size	safe_for_github
reports/planA_k_final_result_package/figures/Figure_4_final_macrostate_role_summary.png	generated	M4E	Visualization / final result package	no	figure binary indexed only for this update	340240	no
reports/planA_k_final_result_package/figures/Figure_5_terminal_M5_absorption_fate_probability_maps.pdf	generated	M4C absorption	Absorption / fate probability	no	figure binary indexed only for this update	472757	no
reports/planA_k_final_result_package/figures/Figure_5_terminal_M5_absorption_fate_probability_maps.png	generated	M4C absorption	Absorption / fate probability	no	figure binary indexed only for this update	1354502	no
reports/planA_k_final_result_package/figures/Figure_6_KmixA_primary_vs_Kforward_sensitivity.pdf	generated	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	figure binary indexed only for this update	773398	no
reports/planA_k_final_result_package/figures/Figure_6_KmixA_primary_vs_Kforward_sensitivity.png	generated	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	figure binary indexed only for this update	467869	no
reports/planA_k_final_result_package/figures/Figure_7_M4_D35_non_terminal_comparator.pdf	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	22054	no
reports/planA_k_final_result_package/figures/Figure_7_M4_D35_non_terminal_comparator.png	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	167333	no
reports/planA_k_final_result_package/figures/main_figures/Figure_1_PlanA_ST_only_v1_workflow.pdf	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	23731	no
reports/planA_k_final_result_package/figures/main_figures/Figure_1_PlanA_ST_only_v1_workflow.png	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	173964	no
reports/planA_k_final_result_package/figures/main_figures/Figure_2_UMAP_GPCCA_k6_macrostate_atlas.pdf	generated	K_gpcca	GPCCA macrostate inference	no	figure binary indexed only for this update	3064321	no
reports/planA_k_final_result_package/figures/main_figures/Figure_2_UMAP_GPCCA_k6_macrostate_atlas.png	generated	K_gpcca	GPCCA macrostate inference	no	figure binary indexed only for this update	1517997	no
reports/planA_k_final_result_package/figures/main_figures/Figure_3_representative_per_slice_macrostate_maps.pdf	generated	M4E	Visualization / final result package	no	figure binary indexed only for this update	413003	no
reports/planA_k_final_result_package/figures/main_figures/Figure_3_representative_per_slice_macrostate_maps.png	generated	M4E	Visualization / final result package	no	figure binary indexed only for this update	1497588	no
reports/planA_k_final_result_package/figures/main_figures/Figure_4_final_macrostate_role_summary.pdf	generated	M4E	Visualization / final result package	no	figure binary indexed only for this update	24380	no
reports/planA_k_final_result_package/figures/main_figures/Figure_4_final_macrostate_role_summary.png	generated	M4E	Visualization / final result package	no	figure binary indexed only for this update	340240	no
reports/planA_k_final_result_package/figures/main_figures/Figure_5_PlanA_inferred_absorption_fate_probability_to_M5.pdf	generated	M4C absorption	Absorption / fate probability	no	figure binary indexed only for this update	472757	no
reports/planA_k_final_result_package/figures/main_figures/Figure_5_PlanA_inferred_absorption_fate_probability_to_M5.png	generated	M4C absorption	Absorption / fate probability	no	figure binary indexed only for this update	1354502	no
reports/planA_k_final_result_package/figures/main_figures/Figure_6_M4_D35_enriched_non_terminal_comparator.pdf	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	22054	no
reports/planA_k_final_result_package/figures/main_figures/Figure_6_M4_D35_enriched_non_terminal_comparator.png	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	167333	no
reports/planA_k_final_result_package/figures/supplementary_figures/Figure_S1_original_PCA_state_space_atlas.pdf	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	3066620	no
reports/planA_k_final_result_package/figures/supplementary_figures/Figure_S1_original_PCA_state_space_atlas.png	generated	Visualization	Visualization / final result package	no	figure binary indexed only for this update	1517228	no
reports/planA_k_final_result_package/figures/supplementary_figures/Figure_S2_KmixA_primary_vs_Kforward_sensitivity.pdf	generated	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	figure binary indexed only for this update	773398	no
reports/planA_k_final_result_package/figures/supplementary_figures/Figure_S2_KmixA_primary_vs_Kforward_sensitivity.png	generated	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	figure binary indexed only for this update	467869	no
reports/planA_k_final_result_package/figures/supplementary_figures/Figure_S3_membership_vs_absorption_probability_to_M5.pdf	generated	M4C absorption	Absorption / fate probability	no	figure binary indexed only for this update	946236	no
reports/planA_k_final_result_package/figures/supplementary_figures/Figure_S3_membership_vs_absorption_probability_to_M5.png	generated	M4C absorption	Absorption / fate probability	no	figure binary indexed only for this update	2827761	no
reports/planA_k_final_result_package/tables/final_macrostate_roles.tsv	report	M4E	Visualization / final result package	no	small source, test, doc, config, or curated report	2580	yes
reports/planA_k_final_result_package/tables/kmix_vs_kforward_absorption_comparison.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	540984	yes
reports/planA_k_final_result_package/tables/per_slice_absorption_plot_table.tsv	report	M4C absorption	Absorption / fate probability	no	large generated report/table indexed only	11831980	no
reports/planA_k_final_result_package/tables/umap_macrostate_atlas_table.tsv	report	M4E	Visualization / final result package	no	large generated report/table indexed only	1273161	no
reports/planA_k_full_gpcca/00_FULL_GPCCA_SUMMARY.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	11924	yes
reports/planA_k_full_gpcca/00_FULL_GPCCA_SUMMARY.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	4609	yes
reports/planA_k_full_gpcca/00_prerun_guard.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	13793	yes
reports/planA_k_full_gpcca/00_prerun_guard.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3100	yes
reports/planA_k_full_gpcca/00_prerun_guard.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2415	yes
reports/planA_k_full_gpcca/01_full_gpcca_run_summary.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	5724	yes
reports/planA_k_full_gpcca/01_full_gpcca_run_summary.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3852	yes
reports/planA_k_full_gpcca/01_full_gpcca_run_summary.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3501	yes
reports/planA_k_full_gpcca/02_full_gpcca_technical_qc.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	11651	yes
reports/planA_k_full_gpcca/02_full_gpcca_technical_qc.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1705	yes
reports/planA_k_full_gpcca/02_full_gpcca_technical_qc.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	4414	yes
reports/planA_k_full_gpcca/03_macrostate_model_selection.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	5137	yes
reports/planA_k_full_gpcca/03_macrostate_model_selection.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1748	yes
reports/planA_k_full_gpcca_feature_only/00_CORRECTED_FULL_GPCCA_SUMMARY.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	18516	yes
reports/planA_k_full_gpcca_feature_only/00_CORRECTED_FULL_GPCCA_SUMMARY.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	898	yes
reports/planA_k_full_gpcca_feature_only/00_FULL_GPCCA_SUMMARY.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	13469	yes
reports/planA_k_full_gpcca_feature_only/00_FULL_GPCCA_SUMMARY.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	5252	yes
reports/planA_k_full_gpcca_feature_only/00_preflight.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	12721	yes
reports/planA_k_full_gpcca_feature_only/00_preflight.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2557	yes
reports/planA_k_full_gpcca_feature_only/00_prerun_guard.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	15433	yes
reports/planA_k_full_gpcca_feature_only/00_prerun_guard.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3471	yes
reports/planA_k_full_gpcca_feature_only/00_prerun_guard.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2734	yes
reports/planA_k_full_gpcca_feature_only/01_full_gpcca_run_summary.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	6102	yes
reports/planA_k_full_gpcca_feature_only/01_full_gpcca_run_summary.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	4217	yes
reports/planA_k_full_gpcca_feature_only/01_full_gpcca_run_summary.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3866	yes
reports/planA_k_full_gpcca_feature_only/02_full_gpcca_technical_qc.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	15093	yes
reports/planA_k_full_gpcca_feature_only/02_full_gpcca_technical_qc.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2291	yes
reports/planA_k_full_gpcca_feature_only/02_full_gpcca_technical_qc.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	6133	yes
reports/planA_k_full_gpcca_feature_only/03_corrected_model_selection.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	7200	yes
reports/planA_k_full_gpcca_feature_only/03_corrected_model_selection.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	741	yes
reports/planA_k_full_gpcca_feature_only/03_macrostate_model_selection.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	5394	yes
reports/planA_k_full_gpcca_feature_only/03_macrostate_model_selection.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1993	yes
reports/planA_k_full_gpcca_feature_only/04_compare_to_spatial_weighted_gpcca.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	4183	yes
reports/planA_k_full_gpcca_feature_only/04_compare_to_spatial_weighted_gpcca.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1679	yes
reports/planA_k_full_gpcca_feature_only/04_compare_to_spatial_weighted_gpcca.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1164	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_FEATURE_ONLY_GPCCA_SMOKE_SUMMARY.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	420	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_FEATURE_ONLY_GPCCA_SMOKE_SUMMARY.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	275	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_FULL_GPCCA_SUMMARY.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	10348	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_FULL_GPCCA_SUMMARY.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2260	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_prerun_guard.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	15359	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_prerun_guard.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3465	yes
reports/planA_k_full_gpcca_feature_only_smoke/00_prerun_guard.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2741	yes
reports/planA_k_full_gpcca_feature_only_smoke/01_full_gpcca_run_summary.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1201	yes
reports/planA_k_full_gpcca_feature_only_smoke/01_full_gpcca_run_summary.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	886	yes
reports/planA_k_full_gpcca_feature_only_smoke/01_full_gpcca_run_summary.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	687	yes
reports/planA_k_full_gpcca_feature_only_smoke/02_full_gpcca_technical_qc.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1986	yes
reports/planA_k_full_gpcca_feature_only_smoke/02_full_gpcca_technical_qc.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	662	yes
reports/planA_k_full_gpcca_feature_only_smoke/02_full_gpcca_technical_qc.tsv	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1246	yes
reports/planA_k_full_gpcca_feature_only_smoke/03_macrostate_model_selection.json	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	3282	yes
reports/planA_k_full_gpcca_feature_only_smoke/03_macrostate_model_selection.md	report	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1249	yes
reports/planA_k_full_kmix_A/00_FULL_KMIX_A_SUMMARY.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	7567	yes
reports/planA_k_full_kmix_A/00_FULL_KMIX_A_SUMMARY.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	7174	yes
reports/planA_k_full_kmix_A/00_preflight.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	7744	yes
reports/planA_k_full_kmix_A/00_preflight.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	343	yes
reports/planA_k_full_kmix_A/00_prerun_guard.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	8539	yes
reports/planA_k_full_kmix_A/00_prerun_guard.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	938	yes
reports/planA_k_full_kmix_A/01_input_inventory.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	817	yes
reports/planA_k_full_kmix_A/01_input_inventory.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1753	yes
reports/planA_k_full_kmix_A/01_input_inventory.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1195	yes
reports/planA_k_full_kmix_A/02_k_forward_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	2368	yes
reports/planA_k_full_kmix_A/02_k_forward_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1205	yes
reports/planA_k_full_kmix_A/02_k_forward_build_summary.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	883	yes
reports/planA_k_full_kmix_A/03_k_within_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	3054	yes
reports/planA_k_full_kmix_A/03_k_within_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	147	yes
reports/planA_k_full_kmix_A/04_kmix_A_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	10658	yes
reports/planA_k_full_kmix_A/04_kmix_A_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	5682	yes
reports/planA_k_full_kmix_A/04_kmix_A_build_summary.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	4763	yes
reports/planA_k_full_kmix_A/05_full_kernel_qc.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	212292	yes
reports/planA_k_full_kmix_A/05_full_kernel_qc.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1730	yes
reports/planA_k_full_kmix_A/05_full_kernel_qc.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	60189	yes
reports/planA_k_full_kmix_A/06_full_kmix_A_selection.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	4244	yes
reports/planA_k_full_kmix_A/06_full_kmix_A_selection.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	519	yes
reports/planA_k_full_kmix_A/kernel_manifest.copy.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	19154	yes
reports/planA_k_full_kmix_A_feature_only/00_FEATURE_ONLY_KMIX_A_CORRECTION_SUMMARY.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	17043	yes
reports/planA_k_full_kmix_A_feature_only/00_FEATURE_ONLY_KMIX_A_CORRECTION_SUMMARY.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	993	yes
reports/planA_k_full_kmix_A_feature_only/00_FULL_KMIX_A_SUMMARY.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	2395	yes
reports/planA_k_full_kmix_A_feature_only/00_FULL_KMIX_A_SUMMARY.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	2241	yes
reports/planA_k_full_kmix_A_feature_only/00_preflight.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	9406	yes
reports/planA_k_full_kmix_A_feature_only/00_preflight.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	496	yes
reports/planA_k_full_kmix_A_feature_only/01_input_inventory.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	817	yes
reports/planA_k_full_kmix_A_feature_only/01_input_inventory.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1753	yes
reports/planA_k_full_kmix_A_feature_only/01_input_inventory.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1195	yes
reports/planA_k_full_kmix_A_feature_only/01_kernel_contract_patch.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1219	yes
reports/planA_k_full_kmix_A_feature_only/01_kernel_contract_patch.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	344	yes
reports/planA_k_full_kmix_A_feature_only/02_feature_only_dryrun.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	667	yes
reports/planA_k_full_kmix_A_feature_only/02_feature_only_dryrun.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	322	yes
reports/planA_k_full_kmix_A_feature_only/02_k_forward_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	3665	yes
reports/planA_k_full_kmix_A_feature_only/02_k_forward_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1792	yes
reports/planA_k_full_kmix_A_feature_only/02_k_forward_build_summary.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1330	yes
reports/planA_k_full_kmix_A_feature_only/03_feature_only_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1422	yes
reports/planA_k_full_kmix_A_feature_only/03_feature_only_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	289	yes
reports/planA_k_full_kmix_A_feature_only/03_k_within_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	3508	yes
reports/planA_k_full_kmix_A_feature_only/03_k_within_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	147	yes
reports/planA_k_full_kmix_A_feature_only/04_feature_only_kernel_qc.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	218060	yes
reports/planA_k_full_kmix_A_feature_only/04_feature_only_kernel_qc.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	490	yes
reports/planA_k_full_kmix_A_feature_only/04_feature_only_kernel_qc.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	61602	yes
reports/planA_k_full_kmix_A_feature_only/04_kmix_A_build_summary.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	11178	yes
reports/planA_k_full_kmix_A_feature_only/04_kmix_A_build_summary.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	5918	yes
reports/planA_k_full_kmix_A_feature_only/04_kmix_A_build_summary.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	4943	yes
reports/planA_k_full_kmix_A_feature_only/05_compare_to_spatial_weighted_kernel.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	9402	yes
reports/planA_k_full_kmix_A_feature_only/05_compare_to_spatial_weighted_kernel.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1389	yes
reports/planA_k_full_kmix_A_feature_only/05_compare_to_spatial_weighted_kernel.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	2882	yes
reports/planA_k_full_kmix_A_feature_only/05_full_kernel_qc.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	218060	yes
reports/planA_k_full_kmix_A_feature_only/05_full_kernel_qc.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1730	yes
reports/planA_k_full_kmix_A_feature_only/05_full_kernel_qc.tsv	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	61602	yes
reports/planA_k_full_kmix_A_feature_only/06_feature_only_candidate_selection.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	5529	yes
reports/planA_k_full_kmix_A_feature_only/06_feature_only_candidate_selection.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	569	yes
reports/planA_k_full_kmix_A_feature_only/06_full_kmix_A_selection.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	4975	yes
reports/planA_k_full_kmix_A_feature_only/06_full_kmix_A_selection.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	545	yes
reports/planA_k_full_kmix_A_feature_only/07_corrected_kernel_decision.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	1398	yes
reports/planA_k_full_kmix_A_feature_only/07_corrected_kernel_decision.md	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	989	yes
reports/planA_k_full_kmix_A_feature_only/kernel_manifest.copy.json	report	M4A / Kmix_A	Corrected feature-only Kmix_A / kernel assembly	no	small source, test, doc, config, or curated report	44020	yes
reports/planA_k_full_m2_5_implementation/00_FULL_M2_5_IMPLEMENTATION_SUMMARY.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	4873	yes
reports/planA_k_full_m2_5_implementation/00_FULL_M2_5_IMPLEMENTATION_SUMMARY.md	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	2773	yes
reports/planA_k_full_m2_5_implementation/00_implementation_preflight.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	12590	yes
reports/planA_k_full_m2_5_implementation/00_implementation_preflight.md	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	336	yes
reports/planA_k_full_m2_5_implementation/01_dry_run_contract.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	13232	yes
reports/planA_k_full_m2_5_implementation/01_dry_run_contract.md	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	323	yes
reports/planA_k_full_m2_5_implementation/02_smoke_test_summary.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	2950	yes
reports/planA_k_full_m2_5_implementation/02_smoke_test_summary.md	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	296	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/feature_columns.txt	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	16269	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/feature_lock.used.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	22233	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/full_m2_5_summary.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	251	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/full_m2_5_summary.md	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	297	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/metaniche_composition.tsv	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	180079	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/metaniche_coordinates.tsv	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	26272	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/metaniche_qc.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	11447	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/pca.joblib	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	82967	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/run_manifest.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	13078	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/scaler.joblib	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	15015	yes
reports/planA_k_full_m2_5_implementation/smoke_test_outputs/training_sample_manifest.tsv	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	342	yes
reports/planA_k_full_m2_5_production/00_FULL_M2_5_PRODUCTION_SUMMARY.json	report	M2.5	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	8155	yes
